key_osm	value_osm	tag_id	tag_ja
tower:construction	monopole	2017990009	モノポールの塔：建設
species:en	Monterey Cypress	2012480076	モントレーサイプレス種：エン
species:it	Moro degli Osagi	2013660036	モロデッリOsagi種：それは
destination:symbol	motorway	2019370012	高速道路先：記号
highway:historical	motorway	2019992709	高速道路高速道路：歴史
owner	National Park Service	2013710031	国立公園局の所有者
passenger	national;regional	2017410003	国家、地域の旅客
passenger	national;suburban	2017410004	国家;郊外の乗客
national_park	naturreservat	2019992780	naturreservat national_park
camera:features	nightvision	2019992802	暗視カメラ：機能
toll:hgv	no	2013990001	何の通行重量物運搬車両ありません
geo:perennial	Non-perennial	2019992821	非多年生GEO：多年草
forest:department:sign	none	2019992830	なしの森：部門：看板
maxweight:agricultural	none	2019992833	なしmaxweight：農業
species:en	Northern Catalpa	2012480078	北部キササゲ属種：アン
species:en	northern red oak	2012480079	北部のレッドオーク種：アン
old_railway_operator	NYNH&H	2014160018	NYNH＆H old_railway_operator
health_facility:type	office	2019992913	オフィスhealth_facility：タイプ
was:boundary	administrative	2019992929	旧行政境界
old_boundary	administrative	2019992929	旧行政境界
obsolete_boundary	administrative	2019992929	旧行政境界
building:adjacency	one_side	2018670005	one_side建物：隣接
operator_status	operational	2019993003	運用operator_status
message	opinions;non_profit	2019993005	ご意見、non_profitメッセージ
architect	Organisation Todt	2019993014	トート機関の建築家
architect	Organisation TODT	2019993014	トート機関の建築家
surveillance	outdoor;public	2013930005	屋外、公共の監視
species:fr	Palmier de Chine	2015940036	パルミエデシン種：FR
parking:lane:right	parallel	2014980002	縦列駐車：レーン：右
parking:lanes:both	parallel	2019993082	縦列駐車：レーン：両方
canal_roof_extent	partially	2019993113	部分的にcanal_roof_extent
sidewalk:both:surface	paved	2019993147	舗装された歩道：両方：表面
building-roof-shape	pitched	2019993368	建物の屋根形状登板
building:roof_shape	pitched	2019993369	投げ建物：roof_shape
building:roof:shape	pitched	2013250002	投げ建物：屋根：形状
taxon	Pittosporum undulatum	2012730096	トベラ属undulatum分類群
restaurant:type:it	pizzeria	2019993374	ピザのレストラン：タイプ：それは
grades	PK,K,1,2,3,4,5,6,7,8	2019993377	PK、K、1,2,3,4,5,6,7,8-グレード
species:fr	Platane d'Orient	2015940046	Plataneオリエント種：FR
species:es	Plátano oriental	2019993398	Platanoの東洋種：ES
taxon	Platanus x acerifolia	2012730101	プラタナスは、分類群acerifolia xは
aerialway:drag_lift	platter	2019993402	プラッタaerialway：drag_lift
species:FR	Poirier à fleurs	2015940048	フルール種àポワリエ：FR
species:fr	Poirier à fleurs	2015940048	フルール種àポワリエ：FR
manufacturer	Pont à Mousson	2016740024	ポン・タ・ムーソンメーカー
taxon	Populus nigra Italica	2012730105	ポプライタリカの分類群
taxon:species	Populus nigra	2014960018	ポプラの分類群：種
disused:amenity	post_office	2018870024	post_office廃止：アメニティ
emergency:helipad	potential	2019993467	潜在的な緊急事態：ヘリポート
trafikverket	primär länsväg	2019993493	primärlänsvägtrafikverket
nivel_tipo	Primaria General	2019993494	PRIMARIA一般nivel_tipo
bicimapa_comuna	Providencia	2019993566	プロビデンシアbicimapa_comuna
taxon:species	Prunus n. sp.	2014960021	サクラ属のn。 SP。分類群：種
taxon	Pseudotsuga menziesii	2012730117	トガサワラ属menziesii分類群
access:lanes	yes|psv	2019993593	公共サービス車両の車線
access:lanes	yes|yes|psv	2019993593	公共サービス車両の車線
species:en	Purple leaf plum	2012480089	紫色の葉の梅の種：アン
categoria_rodoviaria	quarta	2019993625	quarta categoria_rodoviaria
taxon	Quercus ilex L., 1753	2012730122	コナラモチノキL.、1753分類群
taxon:species	Quercus robur	2014960030	ヨーロッパナラの分類群：種
taxon:species	Quercus rubra	2014960031	コナラルブラ分類群：種
remotely_controllable	radio	2019993636	ラジオremotely_controllable
railway:switch:movable_frog	yes	2019993689	鉄道：スイッチ：movable_frog
building:architecture	ranch	2018250010	牧場の建物：建築
shop:type	Readymade clothes	2019993720	レディメイド服店：タイプ
recycling:fluorescent_tubes	yes	2019993777	リサイクル：fluorescent_tubes
recycling:plastic_packaging	yes	2019993803	リサイクル：plastic_packaging
cycleway:surface:colour	red	2019993834	赤cycleway：表面：色
symbol:en	red-white stripes	2019993842	赤白のストライプのシンボル：アン
beacon:colour	red-white-red	2019993843	赤 - 白 - 赤ビーコン：色
social_facility:for	refugee	2015900014	難民social_facility：について
passenger	regional;suburban	2017410008	地域、郊外の乗客
building_type:de	Reihenhaus	2019993859	Reihenhaus building_type：デ
building:type:de	Reihenhaus	2019993860	Reihenhausビル：タイプ：デ
disused:highway	residential	2019993893	住宅廃車：高速道路
disused:landuse	residential	2019993894	住宅廃車：土地利用
parking:condition	residents	2019993909	住民駐車場：条件
destination:forward	Retorno	2019993925	Retorno先：前方
species:de	Riesenmammutbaum	2013180075	Riesenmammutbaum種：デ
abandoned:waterway	riverbed	2019993947	河川敷放棄さ：水路
historic:civilization	roman	2019993966	ローマン歴史：文明
species:it	Salice piangente	2013660066	サリーチェのpiangente種：それは
destination:backward	Salida	2019994047	サリダ先：後方
sanitary_dump_station:basin	yes	2019994065	sanitary_dump_station：流域
species:de	Säulenblasenbaum	2013180085	Säulenblasenbaum種：デ
abandoned:highway	secondary	2016020008	二放棄さ：高速道路
wall:material	semi-concrete	2015890005	半コンクリート壁：材料
bungalow:type	semi-detached	2019994181	セミデタッチバンガロー：タイプ
community_centre:for	senior	2019994185	シニアcommunity_centre：について
species:de	Serbische Fichte	2013180099	Serbischeフィヒテ種：デ
service:bicycle:screwdriver	yes	2019994224	サービス：自転車：ドライバー
service:bicycle:second_hand	yes	2019994225	サービス：自転車：second_hand
service:vehicle:body_repair	yes	2019994243	サービス：車両：body_repair
service:vehicle:diagnostics	yes	2019994248	サービス：車両：診断
sidewalk:right:surface	sett	2019994267	敷石歩道：右：表面
operator:en	Shinano Railway	2015310015	しなの鉄道事業者：アン
species:FR	Sophora du Japon	2015940052	槐デュジャポン種：FR
species:fr	Sophora du Japon	2015940052	槐デュジャポン種：FR
manufacturer	SSI Schäfer AG	2016740029	SSIシェーファーAGメーカー
heritage:operator	Staphorst	2016110007	Staphorstの遺産：演算子
protection_title	State Park	2015500016	州立公園protection_title
designation	stormwater pond	2018730039	雨水池の指定
lamp_type	straight_mast;led	2013130015	straight_mast;主導lamp_type
bridge:structure	suspension	2016290007	吊橋：構造
taxon	Tabebuia impetiginosa	2012730144	タベブイア・のimpetiginosaの分類群
taxon:species	Taxus baccata	2014960034	ヨーロッパイチイの分類群：種
taxon:species	Thuja plicata	2014960036	ベイスギの分類群：種
species:it	Tiglio argentato	2013660073	種argentato Tiglio：それは
species:it	Tiglio selvatico	2013660076	Tiglioのセルヴァティコ種：それは
taxon:species	Tilia cordata	2014960038	フユボダイジュの分類群：種
species:fr	Tilleul d'Europe	2015940055	Tilleulのデューロップ種：FR
species:ro	TISA ENGLEZEASCA	2015540038	TISA ENGLEZEASCA種：RO
abandoned:railway	tram_stop	2017820008	tram_stop放棄さ：鉄道
surveillance	transportation	2013930010	交通監視
abandoned:railway	turntable	2017820009	ターンテーブル放棄さ：鉄道
species:de	Ungarische Eiche	2013180120	Ungarischeハイデ種：デ
building_status	unspecified	2018700005	未指定building_status
species:nl	valse tulpenboom	2017250035	ワルツtulpenboom種：NL
old_railway_operator	Wabash	2014160035	ウォバシュold_railway_operator
disused:railway	water_tower	2017590016	water_tower廃止：鉄道
bicycle_parking	wide_stands	2012880016	wide_stands bicycle_parking
protection_title	Wilderness	2015500019	荒野のprotection_title
generator:type	wind_turbine	2013050007	wind_turbine発電機：タイプ
motor_vehicle:lanes:forward	yes|no	2019992685	motor_vehicle：レーン：前方
change:lanes:backward	yes|not_right	2016690003	変更右：レーンを：後方
change:lanes:backward	yes|not_right|no	2016690003	変更右：レーン：後方
historic:railway	abandoned	2019990006	歴史的な廃線
historic:civilization	ancient_greek	2019990079	古代ギリシャ文明
animal_shelter:release	yes	2019990083	野生動物リハビリ施設
border_type	armistice line	2012800001	休戦ラインborder_type
destination:backward	Atoka	2019990155	アトカ先：後方
building:neighbor	attached	2019990156	付属の建物：隣人
physical_condition	average	2019990184	平均physical_condition
physical:condition	average	2019990185	平均物理：条件
piste:grooming	backcountry	2013500001	バックカントリーゲレンデ：グルーミング
polling_station	ballot_box	2019990212	ballot_boxのpolling_station
disused:amenity	biergarten	2018870001	biergarten廃止：アメニティ
building:roof:colour	black	2019990286	黒い建物：屋根：カラー
species:de	Blauglockenbaum	2013180011	Blauglockenbaum種：デ
bunker_type	bloc d'ouvrage	2018600001	圏ドールのouvrageのbunker_type
designation	block of flats	2018730003	干潟の指定のブロック
destination	Rodovia Anchieta	2014570018	アンシエタ高速道路行き
destination	Bukit Kayu Hitam	2014570052	ブキットカユイタム行き
destination	Hamburg;Bremen	2014570130	ハンブルク&ブレーメン行き
destination	Kleiner Rundkurs	2014570157	クライナーRundkurs行き
destination	Kuala Terengganu	2014570163	クアラトレンガヌ行き
destination	Kuopio;Varkaus	2014570164	クオピオ＆バルカウス行き
destination	Okmulgee;Tulsa	2014570230	オクマルギ＆タルサ行き
historic:period	bronze-age	2019990391	青銅器時代
railway:subdivision	Brooks	2019990392	ブルックス鉄道：細分化
alt_species:en	Buddha tree	2019990402	仏ツリーalt_species：アン
post_box:mounting	building	2019990408	建物post_box：マウント
surveillance:zone	building	2016660003	建物のサーベイランス：ゾーン
building:use:accommodation	yes	2019990429	建物：使用：宿泊
insurance	BVA,GKK, SVA, VA	2019990482	BVA、GKK、SVA、VA保険
lamp_mount	cast steel mast	2015790002	鋳鋼マストlamp_mount
taxon	Catalpa bignonioides	2012730021	キササゲ属bignonioides分類群
taxon:cultivar	Chanticleer	2019960008	チャンティクリア分類群：品種
species:fr	Charme Fastigié	2015940008	シャルムFastigié種：FR
species:fr	Chêne Pédonculé	2015940012	CHENEPédonculé種：FR
species:FR	Chêne pédonculé	2015940012	CHENEpédonculé種：FR
species:fr	Chêne pédonculé	2015940012	CHENEpédonculé種：FR
community_centre:for	child	2019990600	子community_centre：について
disused:religion	christian	2019990613	クリスチャン・廃車：宗教
bicycle_parking	coathanger	2012880003	コートハンガーbicycle_parking
species:en	Colorado Spruce	2012480029	コロラドトウヒの種：エン
communication:mobile_phone	yes	2015470001	通信：mobile_phone
water_management	Community	2019990711	コミュニティwater_management
piste:grooming	competition	2013500006	競争ゲレンデ：グルーミング
bollard:material	composite	2019990724	複合建材
building:cladding	concrete	2015750002	コンクリートの建物：クラッディング
drinking_water	conditional	2014100001	条件付きdrinking_water
transit:lanes	continue|end	2019990777	レーン：エンドトランジットを|継続
designation	County 22 Path	2018730010	郡22パスの指定
taxon	Crataegus x lavallei	2012730033	サンザシのx lavalleiの分類群
commune	CROIX-DES-BOUQUETS	2019990820	クロワ・デ・ブーケのコミューン
taxon	Cupressus macrocarpa	2012730035	イトスギのmacrocarpaの分類群
surface:condition	degraded	2019990943	劣化した表面：条件
access:customer	designated	2019990974	指定されたアクセス：顧客
access:disabled	designated	2019990975	指定されたアクセス：無効
access:resident	designated	2019990976	指定されたアクセス：常駐
bicycle:forward	designated	2019990979	指定された自転車：前方
hazmat:backward	designated	2019990998	指定された危険物：後方
diocese	Diecezja łomżyńska	2019991065	Diecezjałomżyńska教区
diocese	Diecezja siedlecka	2019991071	Diecezja siedlecka教区
diocese	Diecezja świdnicka	2019991073	Diecezjaświdnicka教区
diocese	Diecezja tarnowska	2019991074	Diecezja tarnowska教区
canal_banks_left	dirt/sand	2019991101	汚れ/砂canal_banks_left
disused:shop	confectionery	2019991142	旧菓子店
disused:building	industrial	2019991150	廃車工業用土地利用
disused:landuse	industrial	2019991150	廃車工業用土地利用
vending	drinks;food;sweets	2014540008	飲み物、食べ物、お菓子の自動販売
towards	Dundee City Centre	2019991267	向けたダンディーシティセンター
toilets_durability	durable	2019991271	耐久性のあるtoilets_durability
toilets:durability	durable	2019991272	耐久性のあるトイレ：耐久性
education:program_scouting	yes	2019991318	教育：program_scouting
operator:ja	電源開発株式会社	2014440002	電源開発
destination:backward	Emden	2019991355	エムデン先：後方
priority_road:backward	end	2019991369	エンドpriority_road：後方
transit:lanes	end|continue	2019991371	エンド|トランジットを続ける：レーン
endpoint:underground_cable	yes	2019991378	エンドポイント：underground_cable
surveillance:zone	entrance	2016660004	入り口サーベイランス：ゾーン
taxon:pt	Escova de garrafa	2018380007	Escovaデgarrafa分類群：PT
observatory:type	espionage	2019991408	スパイ展望：タイプ
owner	Estradas de Portugal	2013710017	Estradas・デ・ポルトガルの所有者
mineshaft_type	exploration	2019991444	探査mineshaft_type
species:de	Fächerblattbaum	2013180024	Fächerblattbaum種：デ
facility:operating_theater	yes	2019991459	施設：operating_theater
facility:operating_theatre	yes	2019991460	施設：operating_theatre
access_status	fair_weather	2019991480	fair_weather access_status
social_facility:for	family	2015900008	家族social_facility：について
abandoned:landuse	farmland	2019991493	農地放棄さ：土地利用
abandoned:landuse	farmyard	2019991495	農場放棄さ：土地利用
artwork_subject	Figurativo	2019991527	具象画のartwork_subject
snowplowing:category	first	2019991539	最初の除雪：カテゴリ
aeroway:character	flashing	2019991560	点滅aeroway：キャラクター
demolished:roof:shape	flat	2019991564	フラット取り壊さ：屋根：形状
stairwell	flight_of_stairs	2019991572	flight_of_stairs吹き抜け
emergency:shelter_type	水災,震災,海嘯	2019991583	洪水、地震、津波
give_way:direction	forward	2019991639	前方give_way：方向
taxon	Fraxinus excelsior Globosa	2012730044	セイヨウトネリコグロボーサ
railway:platform:section	G	2019991758	G鉄道：プラットフォーム：セクション
responsabl	GABRIEL MALLAMA	2019991761	GABRIEL MALLAMA responsabl
generator:type	gas_turbine	2013050002	gas_turbine発電機：タイプ
generator:output:hot_water	yes	2019991794	発電機：出力：hot_water
destination	Gifhorner Südheide Rundweg	2014570352	GifhornerSüdheideRundweg
indoor:wall:material	glass	2019991811	ガラス室内：壁：材料
designation	golf cart path	2018730016	ゴルフカートのパス指定
governance_type	government	2019991850	政府governance_type
building:roof:colour	green	2019991884	緑の建物：屋根：カラー
destination	Groningen;Leeuwarden;Hoorn	2014570356	フローニンゲン、レーワルデン、ホールン
operator:en	Hankyu Railway	2015310005	阪急電鉄演算子：アン
bus_direction	Hauptbahnhof	2019991979	中央駅bus_direction
health_service:counselling	yes	2019991990	health_service：カウンセリング
health_service:examination	yes	2019991991	health_service：検査
health_specialty:dentistry	yes	2019991992	health_specialty：歯科
social_facility	healthcare	2018610002	健康社会施設
protection_object	historic	2019992041	歴史的な保護対象
designation	Holiday Chalet	2018730019	ホリデイシャレー指定
species:nl	hollandse linde	2017250018	hollandseリンデ種：NL
rednap:posicion	Horizontal	2016620001	水平rednap：posicion
branch	华电夏县风电有限公司	2018080012	華電Xiaxian風力発電
cityracks.street	Hudson St	2019992082	ハドソンセントcityracks.street
abandoned:usage	industrial	2019992128	産業放棄さ：使用方法
remark	itinéraire à bétail	2019992184	bétail発言àitinéraire
copyright	Kanton Solothurn	2019992209	カントンゾロトゥルンの著作権
abandoned:military	kazemat	2019992220	kazemat放棄さ：軍事
military:abandoned	kazemat	2019992221	kazemat軍：放棄されました
deanery	Kirchenkreis Essen	2019992237	Kirchenkreisエッセンdeanery
objekttype	Krat/Bevoksning	2019992260	Krat / Bevoksning objekttype
species:de	Kugelspitzahorn	2013180054	Kugelspitzahorn種：デ
species:de	Küstendouglasie	2013180057	Küstendouglasie種：デ
taxon	Lagerstroemia indica	2012730054	サルスベリの分類群
abandoned:landuse	landfill	2019992275	埋立地放棄さ：土地利用
tower:construction	lattice	2017990006	鉄塔：建設
species:en	Leyland Cypress	2012480065	レイランドサイプレス種：エン
disused:railway	light_rail	2017590005	鉄道：廃車light_rail
species:fr	Lilas des Indes	2015940028	リラデスインデス種：FR
toilets:wheelchair	limited	2012910002	限られたトイレ：車椅子
species:sk	lipa veľkolistá	2019992384	種veľkolistáリパ：SK
building:type	load_bearing	2016040007	load_bearing建物：タイプ
destination:symbol	lodging	2019370011	宿泊先：記号
soft_storey:direction	long	2019992425	長いsoft_storey：方向
manufacturer	Louis Poulsen	2016740022	ルイスポールセンメーカー
sidewalk:left:kerb	lowered	2019992441	左：：縁石歩道を下げます
taxon:species	Malus n. sp.	2014960009	マリュスのn。 SP。分類群：種
medical_service:outpatient	yes	2019992543	medical_service：外来
proposed:historic	memorial	2019992558	記念提案：歴史
communication	mobile_phone	2019992625	携帯電話の通信
earthquake:damage	moderate	2019992631	中程度の地震：被害
species:ro	MOLID ÎNTEPATOR	2015540018	MOLIDÎNTEPATOR種：RO
old_railway_operator	Monon	2014160014	Monon old_railway_operator
motor_vehicle:agricultural	yes	2019992681	motor_vehicle：農業
transport	Motorcycle/Cycle	2019992701	オートバイ/サイクル輸送
abandoned:highway	motorway	2016020003	高速道路放棄さ：高速道路
emergency_service	mountain	2019992714	山のemergency_service
taxon:cultivar	New Horizon	2019960019	ニューホライズンの分類群：品種
towards	Ninewells Hospital	2019992804	Ninewells病院への
railway:switch:electric	no	2017080001	何の鉄道：スイッチ：電動ません
recycling:glass_bottles	no	2014660001	何のリサイクル：glass_bottlesありません
sd_fer_fon	Non pavimentato	2019992819	非pavimentatoのsd_fer_fon
damage:reconstruction	none	2019992826	なしダメージ：復興
maxweight:destination	none	2019992835	なしmaxweight：先
taxon:en	Norfolk Pine Tree	2019992855	ノーフォークパインツリー分類群：アン
height:range	Not Specified	2013900001	指定なし身長：範囲
height:range	not specified	2013900001	指定されていない高さ：範囲
change:lanes	not_right|yes	2016560005	not_right |はい変更：レーン
old_railway_operator	NYO&W	2014160019	NYO＆W old_railway_operator
old_railway_operator	NYS&W	2014160020	NYS＆W old_railway_operator
Descubier_	obra de fabrica	2019992903	OBRA・デ・ファブリカDescubier_
LAND_USE	One Unit Dwelling	2019992958	一つのユニット住宅LAND_USE
oneway:hgv	yes	2019992959	一方向重量物運搬車両
proposed:cycleway	opposite	2019993007	逆提案：cycleway
parking:ticket:zone	Orange	2019993013	オレンジ駐車場：チケット：ゾーン
species:fr	Orme de Sibérie	2015940034	オーム・デ・Sibérie種：FR
social_facility:for	orphan	2015900013	孤児social_facility：について
species:nl	paardenkastanje	2017250030	paardenkastanje種：NL
species:sk	pagaštan konský	2019993058	pagaštankonský種：SK
taxon:pt	Palmeira Imperial	2018380023	パルメイラ帝国の分類群：PT
species:es	Palmera abanico	2019993068	パルメラのabanico種：ES
species:es	Palmera Canaria	2019993069	パルメラカナリア種：ES
species:ro	PALTIN DE MUNTE	2015540020	PALTIN DE MUNTE種：RO
parking:lane:both	parallel	2014620002	縦列駐車：レーン：両方
parking:lane:left	parallel	2015690003	縦列駐車：レーン：左
weather_protection	parasol	2019993085	パラソルweather_protection
remark	parc de vaccination	2019993087	パルク・デ・ワクチン接種の発言
demolished:amenity	parking	2019993100	駐車場の取り壊し：アメニティ
destination:symbol	parking	2019370013	駐車先：記号
area:highway	parking_space	2012750008	parking_spaceエリア：高速道路
seismic_resistance	partial	2019993112	部分的seismic_resistance
construction:surface	paved	2019993141	舗装施工：表面
outdoor_seating	pedestrian	2013030006	歩行者outdoor_seating
parking:lane	perpendicular	2019993293	垂直駐車場：レーン
Texas_Trunk_System	Phase 1	2019993306	フェーズ1 Texas_Trunk_System
theatre:genre	philharmonic	2019993307	フィルハーモニー劇場：ジャンル
crossing:supervision	phone	2019993309	携帯電話の交差点：監督
healthcare	physiotherapist	2012810017	理学療法士の健康管理
taxon	Picea pungens Glauca	2012730083	トウヒpungensグラウカ分類群
taxon	Pinus pinea L., 1753	2012730089	マツPINEA L.、1753分類群
building:roof:type	pitched	2019993370	投げ建物：屋根：タイプ
container:material	plastic	2019993391	プラスチック容器：材料
species:ro	PLATAN AMERICAN	2015540024	プラタナスAMERICAN種：RO
taxon:es	Plátano de sombra	2019993397	PlatanoのデSOMBRA分類群：ES
taxon	Platanus x hispanica	2012730102	プラタナスのx hispanicaの分類群
taxon	platanus x hispanica	2012730102	プラタナスのx hispanicaの分類群
abandoned:railway	platform	2017820003	プラットフォーム放棄さ：鉄道
disused:leisure	playground	2019993406	遊び場廃止：レジャー
lamp_type	PLL 24W 830 (HF)	2013130010	PLL 24W 830（HF）lamp_type
lamp_type	PLL 24W 840 (HF)	2013130011	PLL 24W 840（HF）lamp_type
lamp_type	PLL 36W 830 (HF)	2013130012	PLL 36W 830（HF）lamp_type
species:ro	PLOP TREMURATOR	2015540029	PLOP TREMURATOR種：RO
taxon:species	Populus alba	2014960017	ギンドロの分類群：種
taxon	Populus x canadensis	2012730109	ポプラのxカナデンシスの分類群
sby:bldgtype	Poultry House	2016090002	SBY鶏舎：bldgtype
historic:period	principate	2019993516	プリンキパトゥス歴史：期間
taxon:species	Prunus avium	2014960019	セイヨウミザクラ分類群：種
taxon:species	Prunus padus	2014960022	エゾノウワミズザクラの分類群：種
healthcare	psychotherapist	2012810019	心理療法家ヘルスケア
taxon:cultivar	Pyramidalis	2019960025	Pyramidalisの分類群：品種
taxon:species	Pyrus n. sp.	2014960026	ナシnを。 SP。分類群：種
taxon:species	Quercus ilex	2014960028	コナラモチノキ分類群：種
speisebezirk	querverbinder	2019993628	querverbinderのspeisebezirk
historic:1950:railway	rail	2019993644	歴史的なレール：1950：鉄道
historic:1990:railway	rail	2019993645	歴史的なレール：1990：鉄道
railway:integra_signum:bon	yes	2019993678	鉄道：integra_signum：ボン
sidewalk:right:kerb	raised	2019993705	歩道を提起：右：縁石
recycling:beverage_cartons	yes	2019993757	リサイクル：beverage_cartons
recycling:electrical_items	yes	2019993774	リサイクル：electrical_items
recycling:low_energy_bulbs	yes	2019993788	リサイクル：low_energy_bulbs
recycling:polystyrene_foam	yes	2019993804	リサイクル：polystyrene_foam
recycling:small_appliances	yes	2019993811	リサイクル：small_appliances
building:facade:colour	red	2019993825	赤い建物：ファサード：色
cycleway:surface:color	red	2019993833	赤cycleway：表面：色
colour:arrow	red-white-red	2017400008	赤、白、赤の色：矢印
crossing:activation	remote	2019993867	リモート交差点：活性化
building:cladding	rendered	2015750008	レンダリングされた建物：クラッディング
building:surface	rendering	2019993872	レンダリングの建物：表面
landuse:actual	residential	2019993900	住宅の土地利用：実際
disused:amenity	restaurant	2018870027	レストラン廃止：アメニティ
kvl_hro:amenity	restaurant	2019993913	レストランkvl_hro：アメニティ
building:roof:shape	ridged	2013250004	隆起建物：屋根：形状
road_marking	right;through	2019993934	右; road_markingて
taxon	Robinia pseudoacacia	2012730128	ニセアカシアの分類群
generator:location	rooftop	2019993981	屋上の発電機：場所
maxspeed:backward	RU:rural	2014020001	RU：農村maxspeed：後方
maxspeed:backward	RU:urban	2014020002	RU：都市maxspeed：後方
official_status	ru:деревня	2013480005	RU：деревняofficial_status
official_status	ru:посёлок	2013480006	RU：посёлокofficial_status
official_status	ru:починок	2013480007	RU：починокofficial_status
official_status	ru:разъезд	2013480008	RU：разъездofficial_status
official_status	ru:слобода	2013480010	RU：слободаofficial_status
official_status	ru:станица	2013480011	RU：станицаofficial_status
official_status	ru:станция	2013480012	RU：станцияofficial_status
official_status	ru:участок	2013480013	RU：участокofficial_status
water_supply	running_water	2019994025	running_water water_supply
species:it	Salice tortuoso	2013660067	サリーチェtortuoso種：それは
destination:forward	Salida	2019994048	サリダ先：前方
species:de	Säulenhainbuche	2013180089	Säulenhainbuche種：デ
massif	Schladminger Tauern	2019994077	Schladmingerタウエルン山塊
demolished:building	school	2019980006	学校取り壊さ：建物
school:type_idn	sd,smp,sma	2019994125	SD、SMP、SMA学校：type_idn
technical_type	searchlight	2019994128	サーチライトtechnical_type
historic:highway	secondary	2019994149	二歴史：高速道路
proposed:highway	secondary	2019994154	二次提案：高速道路
social_facility_for	senior	2019994186	シニアsocial_facility_for
social_facility:for	senior	2015900016	シニアsocial_facility：について
taxon	Sequoia sempervirens	2012730138	セコイアsempervirensの分類群
demolished:highway	service	2019994199	サービス取り壊さ：高速道路
service:bicycle:chain_tool	yes	2019994210	サービス：自転車：chain_tool
service:vehicle:car_repair	yes	2019994246	サービス：車両：car_repair
service:vehicle:electrical	yes	2019994249	サービス：車：電気
service:vehicle:inspection	yes	2019994251	サービス：車両：検査
service:vehicle:oil_change	yes	2019994255	サービス：車両：oil_change
sidewalk:both:surface	sett	2019994265	敷石歩道：両方：表面
sidewalk:left:surface	sett	2019994266	敷石の歩道：左：表面
public_bookcase:type	shelf	2019994283	棚public_bookcase：タイプ
abandoned:military	shelter	2019994286	避難所放棄さ：軍事
military:abandoned	shelter	2019994288	避難所の軍事：放棄されました
shelter_type	shopping_cart	2019110008	shopping_cartのshelter_type
owner	Sippican Lands Trust	2013710047	Sippicanは、トラストの所有者ランズ
building:roof:shape	sloped	2013250006	傾斜した建物：屋根：形状
government	social_security	2019050019	social_security政府
memorial:type	Stolperstein	2017140005	Stolperstein記念館：タイプ
memorial:type	stolperstein	2017140005	stolperstein記念館：タイプ
building:type	storage_tank	2016040016	storage_tankビル：タイプ
species:en	Swamp White Oak	2012480106	スワンプホワイトオーク種：アン
taxon	Tabebuia pentaphylla	2012730145	タベブイア・のpentaphyllaの分類群
operator:en	Tarumi Railway	2015310016	垂水鉄道事業者：アン
abandoned:highway	tertiary	2016020011	三次放棄さ：高速道路
taxon:species	Thuja n. sp.	2014960035	Thuja nを。 SP。分類群：種
species:it	Tiglio nostrano	2013660075	Tiglio nostrano種：それは
taxon	Tilia americana Nova	2012730152	ティリアアメリカーナノヴァの分類群
taxon	Tilia cordata Erecta	2012730154	ティリアcordataエレクタ分類群
taxon	Tilia cordata Rancho	2012730156	ティリアcordataランチョの分類群
taxon:species	Tilia n. sp.	2014960039	ティリアのn。 SP。分類群：種
species:fr	Tilleul Argenté	2015940054	TilleulのArgenté種：FR
species:FR	Tilleul argenté	2015940054	種argentéTilleulの：FR
species:FR	Tilleul Pallida	2015940057	Tilleulのパリダ種：FR
departures_board	timetable	2014700005	時刻表departures_board
lamp_type	TLD Xtra 18W 830	2013130016	TLDエクストラ18W 830 lamp_type
species:en	Trembling Aspen	2012480108	アスペン種を震え：エン
species:fr	Troëne du Japon	2015940059	Troëneデュジャポン種：FR
taxon:species	Ulmus n. sp.	2014960044	ニレnを。 SP。分類群：種
taxon:species	Ulmus pumila	2014960045	ニレハイマツの分類群：種
old_railway_operator	Union	2014160031	連合old_railway_operator
operational_status	unknown	2014460009	不明operational_status
drinking_water	unspecified	2014100007	未指定drinking_water
owner	Verkehrsverein Stäfa	2013710062	VerkehrsvereinStäfaの所有者
designation	Viking Village	2018730045	バイキング村の指定
shelter_type	wildlife_hide	2019110011	wildlife_hide shelter_type
change:lanes:forward	yes|not_right	2016600003	変更右：レーンを：前方
change:lanes:forward	yes|not_right|no	2016600003	変更右：レーン：前方
official_status	Zählbezirk	2013480015	Zählbezirkofficial_status
government	administrative	2019050001	官公庁
medical_system	Allopathic	2019990058	アロパシーmedical_system
landuse:actual	allotments	2019990059	菜園の土地利用：実際
alpinescapes	alpinescapes	2019990064	alpinescapes alpinescapes
species:fr	Arbre de Judée	2015940002	ARBREデJudée種：FR
artwork_type	architecture	2013830002	アーキテクチャartwork_type
industrial	electrical	2014720002	電力用地
taxon:cultivar	Aristocrat	2019960003	貴族分類群：品種
taxon:pt	Aroeira vermelha	2018380002	Aroeiraのヴェルメーリャの分類群：PT
canal_banks_right	asphalt	2019990126	アスファルトcanal_banks_right
building:levels:top	attic	2019990160	屋根裏建物：レベル：トップ
authentication:payment	yes	2019990169	支払いによる認証
sidewalk_orientation	away	2019990188	離れsidewalk_orientation
old_railway_operator	B&LE	2014160001	B＆LE old_railway_operator
pilih kualitas jalan	baik	2019990206	バイクpilih kualitasジャラン
building:structure	bamboo	2017700001	竹建物：構造
zone:traffic	BE-VLG:rural	2012950003	BE-VLG：農村地帯：トラフィック
